perfume_index,similar_perfume_index,rounded_percentage_match
5581,1432,48
5581,5817,48
5581,2620,43
5582,7162,58
5582,3218,56
5582,4642,55
5583,8845,59
5583,10655,56
5583,8229,53
5584,6067,58
5584,7071,57
5584,2294,53
5585,8845,58
5585,2140,55
5585,7670,50
5586,4823,60
5586,4808,60
5586,9887,48
5587,4141,49
5587,3264,48
5587,461,48
5588,2825,61
5588,3069,30
5588,692,29
5589,9689,49
5589,9832,49
5589,8271,48
5590,6696,51
5590,9407,49
5590,8350,49
5591,9357,70
5591,6609,61
5591,2714,56
5592,3378,73
5592,9652,71
5592,9534,70
5593,913,73
5593,1756,69
5593,9833,69
5594,6790,61
5594,2803,60
5594,8965,55
5595,8971,56
5595,7873,51
5595,2896,51
5596,4614,57
5596,3263,54
5596,3750,52
5597,4218,68
5597,796,55
5597,1420,54
5598,4865,65
5598,4932,62
5598,1209,57
5599,5052,60
5599,1941,60
5599,6333,58
5600,6623,58
5600,6233,58
5600,4685,57
5601,9862,54
5601,6019,54
5601,9918,54
5602,780,79
5602,632,69
5602,4146,66
5603,3423,65
5603,4143,59
5603,9965,59
5604,5604,100
5604,10015,64
5604,736,59
5605,1693,83
5605,350,82
5605,8248,76
5606,2686,53
5606,6875,53
5606,5861,53
5607,2354,62
5607,2990,60
5607,3939,59
5608,9068,55
5608,3400,52
5608,3337,52
5609,5609,100
5609,6243,91
5609,466,86
5610,8930,70
5610,9782,68
5610,4187,60
5611,2887,88
5611,9517,85
5611,8867,84
5612,2858,92
5612,7217,61
5612,4113,58
5613,231,77
5613,8563,75
5613,6663,73
5614,7175,69
5614,9658,69
5614,4880,68
5615,5615,100
5615,4423,94
5615,1756,88
5616,702,66
5616,3022,65
5616,9515,61
5617,5604,100
5617,10015,64
5617,736,59
5618,5380,73
5618,1731,73
5618,7979,72
5619,903,71
5619,5794,71
5619,2780,68
5620,7805,56
5620,1890,54
5620,6789,53
5621,79,52
5621,5369,45
5621,7492,45
5622,9092,66
5622,5058,60
5622,8117,58
5623,4575,55
5623,8923,55
5623,5419,53
5624,1910,66
5624,2035,52
5624,6594,51
5625,7149,41
5625,9378,34
5625,10773,32
5626,6984,49
5626,3571,46
5626,285,43
5627,8555,49
5627,6325,45
5627,5564,45
5628,6508,64
5628,4019,62
5628,1922,61
5629,5512,57
5629,5522,57
5629,9780,56
5630,8496,62
5630,3415,56
5630,2969,55
5631,9661,55
5631,5624,50
5631,1138,49
5632,10306,63
5632,5717,57
5632,8313,55
5633,1726,59
5633,8889,57
5633,690,51
5634,5427,64
5634,4025,61
5634,9830,61
5635,6696,74
5635,3426,71
5635,3771,68
5636,9072,72
5636,8350,70
5636,3386,70
5637,9363,61
5637,2352,61
5637,4427,56
5638,8326,65
5638,8598,65
5638,3791,62
5639,1058,65
5639,9139,61
5639,8971,58
5640,10022,66
5640,9699,56
5640,6296,54
5641,7805,67
5641,4214,60
5641,7605,58
5642,1531,62
5642,10791,58
5642,6029,58
5643,9047,55
5643,6772,52
5643,6771,52
5644,2571,68
5644,10390,65
5644,73,60
5645,9518,85
5645,10166,80
5645,4927,76
5646,6745,70
5646,1908,63
5646,8108,59
5647,9091,65
5647,480,63
5647,8122,62
5648,3953,83
5648,3147,78
5648,230,74
5649,9506,61
5649,3904,58
5649,7556,58
5650,5979,73
5650,5918,67
5650,2693,63
5651,3192,88
5651,9529,81
5651,9213,81
5652,3207,71
5652,4412,70
5652,3048,68
5653,3405,69
5653,3880,66
5653,10557,65
5654,5871,82
5654,5863,82
5654,5864,82
5655,8250,69
5655,8915,66
5655,334,66
5656,8243,41
5656,7002,39
5656,2157,39
5657,5076,62
5657,3922,57
5657,9514,54
5658,2092,57
5658,9953,54
5658,3488,50
5659,7244,48
5659,5685,42
5659,10656,42
5660,789,74
5660,6223,59
5660,5653,57
5661,6819,69
5661,6813,66
5661,6818,66
5662,6046,57
5662,766,48
5662,7744,48
5663,8936,59
5663,2631,55
5663,2092,51
5664,9160,58
5664,829,53
5664,4759,50
5665,2536,64
5665,1896,60
5665,3048,56
5666,8508,54
5666,1195,50
5666,9720,49
5667,1214,51
5667,6593,50
5667,8061,49
5668,6164,61
5668,6454,52
5668,9214,51
5669,7115,57
5669,4407,53
5669,3807,53
5670,10236,67
5670,1438,67
5670,8898,61
5671,5825,48
5671,4902,40
5671,1362,38
5672,565,68
5672,9966,67
5672,4930,65
5673,4079,66
5673,5564,62
5673,7073,60
5674,7667,64
5674,7785,59
5674,9745,55
5675,2172,54
5675,3176,48
5675,3177,47
5676,6273,63
5676,3375,49
5676,10476,35
5677,1613,66
5677,10236,61
5677,3565,55
5678,3060,60
5678,1943,55
5678,1246,52
5679,8061,60
5679,730,60
5679,9359,58
5680,5567,74
5680,9504,65
5680,4701,61
5681,3870,58
5681,10643,56
5681,5679,56
5682,701,72
5682,573,64
5682,1424,61
5683,10256,55
5683,5769,52
5683,10123,51
5684,970,55
5684,5212,53
5684,2607,51
5685,5439,89
5685,10656,64
5685,6411,56
5686,8095,43
5686,8377,41
5686,8581,41
5687,2770,55
5687,10650,53
5687,10633,48
5688,6172,66
5688,10805,55
5688,4718,54
5689,1679,60
5689,7379,59
5689,8140,58
5690,223,42
5690,8505,40
5690,9543,35
5691,2779,62
5691,10409,57
5691,609,57
5692,8036,67
5692,4127,61
5692,4309,57
5693,7691,47
5693,1910,46
5693,8883,46
5694,2565,71
5694,6221,65
5694,8961,63
5695,8499,59
5695,3150,54
5695,3506,54
5696,232,76
5696,1438,58
5696,2005,54
5697,8633,62
5697,3971,58
5697,4056,58
5698,1517,80
5698,2887,79
5698,9517,75
5699,1537,94
5699,7659,94
5699,3958,90
5700,10211,50
5700,9211,49
5700,444,48
5701,1730,68
5701,419,63
5701,7568,61
5702,8048,74
5702,903,68
5702,5794,68
5703,1530,96
5703,7364,66
5703,3796,66
5704,8738,68
5704,8136,62
5704,5385,59
5705,8909,67
5705,891,61
5705,4895,56
5706,8380,87
5706,4117,85
5706,9277,81
5707,2283,68
5707,5712,63
5707,4262,62
5708,2626,65
5708,678,65
5708,8749,61
5709,5732,72
5709,5211,68
5709,5788,65
5710,4699,62
5710,8904,59
5710,7188,59
5711,10361,82
5711,9817,81
5711,3094,75
5712,5707,63
5712,6465,62
5712,192,62
5713,6625,68
5713,9926,65
5713,5518,64
5714,3033,54
5714,7247,47
5714,5431,47
5715,6835,67
5715,5890,66
5715,5889,66
5716,6829,48
5716,1299,47
5716,4775,46
5717,5632,57
5717,10306,56
5717,3719,49
5718,6123,51
5718,1300,46
5718,1617,45
5719,7265,58
5719,3978,55
5719,8896,53
5720,1678,76
5720,9619,69
5720,5381,68
5721,8390,53
5721,3341,48
5721,3860,47
5722,581,67
5722,3199,67
5722,5957,62
5723,7539,56
5723,6229,55
5723,8971,55
5724,1141,47
5724,4856,45
5724,10071,45
5725,10407,54
5725,9097,49
5725,8384,48
5726,542,58
5726,4355,56
5726,1694,51
5727,6105,56
5727,2027,54
5727,4116,49
5728,4990,60
5728,6056,49
5728,10378,48
5729,8505,52
5729,4554,51
5729,9467,46
5730,1966,47
5730,10108,46
5730,1297,41
5731,4230,54
5731,569,48
5731,2172,44
5732,10103,81
5732,4121,73
5732,5709,72
5733,9424,62
5733,7479,62
5733,3036,60
5734,816,61
5734,6688,51
5734,5732,47
5735,7616,55
5735,2288,47
5735,2728,46
5736,2096,61
5736,9543,59
5736,2668,48
5737,2393,61
5737,4228,54
5737,285,54
5738,9076,60
5738,5514,58
5738,9165,56
5739,2871,53
5739,8110,52
5739,8925,52
5740,3360,56
5740,6843,55
5740,958,53
5741,3379,54
5741,3185,53
5741,3181,53
5742,430,66
5742,1712,59
5742,7766,56
5743,2443,58
5743,10656,58
5743,5420,53
5744,7074,64
5744,3459,62
5744,8951,57
5745,1358,67
5745,1345,57
5745,2900,57
5746,4948,63
5746,9965,62
5746,8350,60
5747,2020,83
5747,3817,81
5747,4387,80
5748,3727,73
5748,10642,73
5748,8741,68
5749,3790,63
5749,1802,60
5749,10549,59
5750,7453,80
5750,6197,65
5750,7780,63
5751,4948,64
5751,7263,61
5751,3381,59
5752,2296,42
5752,8964,41
5752,6623,39
5753,1784,53
5753,6830,51
5753,6375,50
5754,7826,66
5754,7362,64
5754,7607,60
5755,7603,65
5755,2037,65
5755,7325,62
5756,9566,38
5756,884,32
5756,6438,29
5757,7796,75
5757,580,66
5757,2934,64
5758,5853,72
5758,10685,70
5758,7248,70
5759,2439,58
5759,2436,57
5759,5749,54
5760,2310,50
5760,1182,42
5760,319,42
5761,8242,67
5761,2186,57
5761,6315,54
5762,6146,49
5762,5868,48
5762,9602,46
5763,7739,80
5763,7209,56
5763,2895,56
5764,10420,60
5764,6717,58
5764,3904,57
5765,7862,76
5765,8424,74
5765,8125,70
5766,1720,65
5766,1390,60
5766,1475,56
5767,2541,64
5767,415,62
5767,4897,62
5768,1166,71
5768,4897,69
5768,1823,61
5769,10256,64
5769,5683,52
5769,4944,47
5770,7364,66
5770,10647,66
5770,716,61
5771,10642,64
5771,4051,63
5771,6429,60
5772,1736,53
5772,3517,49
5772,8375,49
5773,7153,69
5773,9060,59
5773,8035,56
5774,9182,57
5774,10291,50
5774,3165,49
5775,9978,72
5775,1298,67
5775,89,66
5776,2049,64
5776,4626,63
5776,5278,59
5777,503,66
5777,506,66
5777,203,66
5778,8790,60
5778,8294,59
5778,1699,52
5779,4747,61
5779,7742,60
5779,2732,59
5780,10414,51
5780,7767,46
5780,7882,44
5781,6348,57
5781,7047,53
5781,7849,52
5782,7773,53
5782,6775,52
5782,10446,52
5783,2950,48
5783,2250,48
5783,2694,46
5784,7162,64
5784,7018,61
5784,3218,60
5785,8588,57
5785,7832,57
5785,2848,56
5786,3324,69
5786,1247,66
5786,499,62
5787,1597,54
5787,3437,52
5787,1710,52
5788,1661,78
5788,3713,77
5788,3108,71
5789,495,90
5789,9227,85
5789,8764,70
5790,4954,72
5790,7743,68
5790,4060,68
5791,8040,59
5791,9966,56
5791,7474,55
5792,5969,61
5792,8810,58
5792,126,56
5793,7043,61
5793,7088,58
5793,10499,57
5794,5794,100
5794,5619,71
5794,8048,68
5795,10602,56
5795,1288,51
5795,1300,47
5796,7979,55
5796,10286,53
5796,1731,52
5797,9785,50
5797,8465,48
5797,1363,48
5798,3704,67
5798,28,66
5798,9823,65
5799,9850,77
5799,4180,67
5799,9914,63
5800,4111,57
5800,9742,52
5800,480,51
5801,7361,72
5801,9818,71
5801,3732,70
5802,4066,82
5802,7290,74
5802,8181,72
5803,1013,59
5803,8001,58
5803,2164,50
5804,1900,62
5804,6929,55
5804,4357,55
5805,5309,61
5805,3665,52
5805,2091,52
5806,7243,50
5806,886,47
5806,10282,46
5807,1564,61
5807,3540,53
5807,3137,50
5808,7860,58
5808,5441,58
5808,6952,56
5809,7551,63
5809,467,56
5809,5041,52
5810,46,71
5810,2115,70
5810,9164,66
5811,976,42
5811,537,37
5811,8134,36
5812,6931,60
5812,1106,59
5812,10652,59
5813,7262,61
5813,7264,55
5813,6938,51
5814,10123,55
5814,132,54
5814,7667,52
5815,8957,63
5815,647,60
5815,1045,59
5816,1361,75
5816,7081,67
5816,6538,62
5817,7,52
5817,9020,50
5817,5998,48
5818,4937,75
5818,7788,75
5818,5385,68
5819,9617,47
5819,508,46
5819,3243,45
5820,5968,70
5820,3197,68
5820,5868,54
5821,10414,58
5821,10763,49
5821,4587,47
5822,8175,59
5822,378,49
5822,2440,49
5823,2057,59
5823,1113,52
5823,5866,51
5824,2104,65
5824,3169,61
5824,10337,61
5825,6394,79
5825,4902,77
5825,3134,75
5826,6460,67
5826,7119,65
5826,5511,60
5827,8790,64
5827,6097,58
5827,9139,53
5828,9176,93
5828,3910,80
5828,7169,80
5829,8580,73
5829,9426,71
5829,9573,71
5830,9782,63
5830,8812,59
5830,2168,59
5831,8923,54
5831,9092,51
5831,9251,51
5832,2350,77
5832,4426,73
5832,4120,55
5833,9551,53
5833,384,46
5833,2103,46
5834,2421,74
5834,2050,69
5834,1544,68
5835,9954,48
5835,9646,47
5835,3486,46
5836,9216,68
5836,8364,57
5836,8513,54
5837,3115,77
5837,147,72
5837,3896,67
5838,10783,54
5838,6042,51
5838,9160,50
5839,7769,64
5839,6628,56
5839,3919,55
5840,6928,48
5840,3629,45
5840,8587,45
5841,3874,48
5841,8996,47
5841,9914,47
5842,4965,53
5842,1222,52
5842,2866,51
5843,294,59
5843,34,56
5843,8422,53
5844,1755,52
5844,8334,51
5844,335,50
5845,9348,55
5845,10536,54
5845,5491,52
5846,5359,65
5846,7222,64
5846,2359,62
5847,2284,49
5847,7192,46
5847,4090,44
5848,6103,53
5848,8971,52
5848,4386,51
5849,4447,62
5849,2562,60
5849,3794,59
5850,1731,57
5850,1047,56
5850,5825,56
5851,6411,83
5851,10656,75
5851,2900,67
5852,4640,68
5852,8951,63
5852,4987,58
5853,7248,72
5853,5758,72
5853,2749,63
5854,964,70
5854,4118,62
5854,7275,61
5855,1821,87
5855,7545,80
5855,1023,68
5856,1880,67
5856,10055,67
5856,9703,60
5857,4840,73
5857,9750,68
5857,3492,66
5858,4737,93
5858,5863,71
5858,5864,71
5859,6105,71
5859,1369,70
5859,4517,69
5860,9967,97
5860,5864,94
5860,5863,94
5861,5861,100
5861,2686,100
5861,5449,77
5862,5862,100
5862,5865,100
5862,5870,100
5863,5864,100
5863,5871,100
5863,5860,94
5864,5864,100
5864,5871,100
5864,5860,94
5865,5862,100
5865,5865,100
5865,5870,100
5866,9705,80
5866,1725,67
5866,10052,67
5867,5862,100
5867,5865,100
5867,5870,100
5868,9636,74
5868,2035,70
5868,8986,70
5869,5862,100
5869,5865,100
5869,5870,100
5870,5862,100
5870,5865,100
5870,5870,100
5871,5864,100
5871,5871,100
5871,5860,94
5872,2499,56
5872,3225,55
5872,10198,54
5873,8938,61
5873,2876,53
5873,9270,53
5874,7955,61
5874,8983,57
5874,4964,56
5875,9308,59
5875,9793,56
5875,9794,56
5876,2646,52
5876,758,51
5876,2348,50
5877,8983,65
5877,7529,64
5877,5330,62
5878,3922,63
5878,5888,59
5878,8090,57
5879,2698,75
5879,2863,69
5879,1785,64
5880,7426,68
5880,1756,63
5880,9833,62
5881,1785,63
5881,10753,63
5881,8657,62
5882,8235,66
5882,9512,66
5882,4180,65
5883,10702,52
5883,6162,52
5883,2548,44
5884,2065,53
5884,10791,53
5884,603,52
5885,2231,70
5885,2375,59
5885,3772,59
5886,420,61
5886,10609,57
5886,7199,56
5887,10051,47
5887,5945,46
5887,7302,45
5888,2672,60
5888,5878,59
5888,829,57
5889,5889,100
5889,9299,72
5889,2878,72
5890,5889,100
5890,9299,72
5890,2878,72
5891,829,69
5891,3405,67
5891,7050,67
5892,4577,68
5892,5419,66
5892,8871,63
5893,5518,52
5893,8476,50
5893,9135,49
5894,2583,68
5894,2586,65
5894,27,64
5895,6066,72
5895,5518,71
5895,1607,64
5896,5753,45
5896,5154,45
5896,187,44
5897,5212,77
5897,3800,63
5897,8080,61
5898,9140,57
5898,706,55
5898,7853,51
5899,5522,51
5899,5512,51
5899,4477,48
5900,8060,59
5900,3851,50
5900,6835,49
5901,1042,62
5901,7532,62
5901,5510,62
5902,5396,62
5902,4559,62
5902,5227,60
5903,4060,62
5903,4954,59
5903,340,58
5904,3759,77
5904,5920,66
5904,6634,65
5905,5864,56
5905,5863,56
5905,5871,56
5906,10713,64
5906,8636,63
5906,9858,60
5907,3962,51
5907,4063,51
5907,171,51
5908,2242,55
5908,490,54
5908,7864,54
5909,2006,55
5909,5325,54
5909,3865,50
5910,4045,54
5910,1188,54
5910,3145,53
5911,6876,72
5911,6070,68
5911,3360,67
5912,341,78
5912,8876,76
5912,10037,72
5913,126,81
5913,736,71
5913,5969,70
5914,2476,53
5914,1236,52
5914,7950,52
5915,6639,56
5915,7788,54
5915,4937,54
5916,4117,65
5916,6759,60
5916,5706,59
5917,8206,82
5917,3010,58
5917,8197,54
5918,8123,75
5918,5063,74
5918,6593,70
5919,5334,56
5919,763,52
5919,2739,52
5920,4113,70
5920,8096,68
5920,9079,68
5921,2013,49
5921,7135,47
5921,3916,47
5922,4472,64
5922,10669,62
5922,1455,60
5923,10541,65
5923,7675,56
5923,5801,53
5924,3611,61
5924,2697,57
5924,9029,55
5925,4885,64
5925,6634,63
5925,4387,62
5926,7991,52
5926,8700,48
5926,7872,47
5927,3760,57
5927,2310,46
5927,3785,45
5928,5758,44
5928,3437,40
5928,2731,39
5929,6399,70
5929,2037,54
5929,7603,54
5930,3487,44
5930,5675,44
5930,5668,43
5931,4247,45
5931,8846,43
5931,1594,42
5932,7447,55
5932,5261,53
5932,5256,53
5933,6199,69
5933,5162,66
5933,401,62
5934,10790,60
5934,3421,60
5934,1606,60
5935,9559,72
5935,3499,68
5935,9540,64
5936,4629,64
5936,9835,62
5936,4000,61
5937,504,60
5937,8819,59
5937,556,57
5938,8299,53
5938,10568,51
5938,5259,48
5939,2437,49
5939,4005,47
5939,9305,43
5940,2873,51
5940,6,51
5940,2001,48
5941,6006,49
5941,7720,44
5941,297,43
5942,10407,52
5942,8384,46
5942,8407,45
5943,7730,60
5943,4085,56
5943,4388,55
5944,7282,74
5944,10612,57
5944,9563,56
5945,7302,77
5945,8051,68
5945,10051,67
5946,2877,72
5946,4404,70
5946,5889,61
5947,5981,45
5947,7462,44
5947,7316,44
5948,1879,42
5948,5887,40
5948,9326,40
5949,10144,49
5949,2353,43
5949,2944,43
5950,6038,51
5950,6378,48
5950,5303,48
5951,7041,64
5951,1140,53
5951,3218,42
5952,3061,60
5952,4442,58
5952,9296,55
5953,7085,62
5953,1514,61
5953,7370,60
5954,8243,54
5954,2157,50
5954,4352,50
5955,7927,61
5955,3705,58
5955,4765,57
5956,10345,61
5956,9019,55
5956,8011,54
5957,7424,91
5957,5363,78
5957,4233,68
5958,6055,67
5958,2900,63
5958,2600,57
5959,9159,57
5959,8562,56
5959,5384,51
5960,8546,71
5960,9805,67
5960,3953,66
5961,1362,52
5961,6119,50
5961,1843,49
5962,1320,65
5962,8186,64
5962,7875,58
5963,5963,100
5963,8005,51
5963,6717,46
5964,189,72
5964,6269,71
5964,5213,66
5965,9103,58
5965,6758,56
5965,8036,53
5966,10366,58
5966,8565,58
5966,10698,57
5967,701,69
5967,2298,63
5967,4637,62
5968,5820,70
5968,3197,67
5968,5157,63
5969,736,92
5969,126,87
5969,7883,81
5970,4744,52
5970,8509,51
5970,10476,49
5971,4897,45
5971,1166,42
5971,6977,41
5972,713,58
5972,3618,56
5972,620,54
5973,737,51
5973,110,50
5973,1657,47
5974,2922,37
5974,8798,37
5974,6648,36
5975,5963,100
5975,8005,51
5975,6717,46
5976,5452,76
5976,8360,73
5976,3827,72
5977,10656,71
5977,4420,62
5977,3852,60
5978,7805,64
5978,7605,55
5978,3967,55
5979,5650,73
5979,7747,68
5979,3059,65
5980,1784,65
5980,2691,52
5980,1901,52
5981,5947,45
5981,4024,39
5981,7246,39
5982,1721,68
5982,8380,66
5982,9353,66
5983,8006,67
5983,146,57
5983,1365,56
5984,5964,62
5984,6269,61
5984,189,60
5985,5995,99
5985,184,68
5985,5189,63
5986,8970,59
5986,10532,53
5986,8508,52
5987,950,59
5987,522,54
5987,1057,52
5988,7295,60
5988,7294,51
5988,9758,50
5989,207,52
5989,10329,50
5989,2771,49
5990,5450,52
5990,10255,48
5990,4418,46
5991,814,55
5991,1840,52
5991,4130,47
5992,728,68
5992,10412,64
5992,4929,64
5993,6605,75
5993,1035,73
5993,1169,62
5994,4060,69
5994,4954,66
5994,10501,65
5995,5985,99
5995,184,67
5995,5189,62
5996,6037,73
5996,973,50
5996,4478,49
5997,6609,54
5997,2676,51
5997,6057,51
5998,5999,100
5998,1907,87
5998,3701,70
5999,5999,100
5999,1907,87
5999,3701,70
6000,6001,100
6000,4267,73
6000,9408,60
6001,6001,100
6001,4267,73
6001,9408,60
6002,6535,60
6002,2779,56
6002,2034,56
6003,1766,48
6003,9560,45
6003,791,43
6004,6005,100
6004,2390,68
6004,2719,62
6005,6005,100
6005,2390,68
6005,2719,62
6006,5941,49
6006,4175,45
6006,6315,41
6007,989,52
6007,6739,48
6007,7066,46
6008,7145,61
6008,1326,61
6008,3454,56
6009,9540,69
6009,8600,68
6009,9559,67
6010,684,53
6010,2069,53
6010,9333,53
6011,2632,58
6011,4039,55
6011,421,55
6012,2873,56
6012,8705,50
6012,10783,49
6013,4608,75
6013,8600,64
6013,8887,63
6014,10507,64
6014,701,56
6014,526,54
6015,2506,69
6015,9188,63
6015,1698,63
6016,2543,50
6016,10475,48
6016,3303,47
6017,4150,53
6017,3719,52
6017,858,51
6018,441,61
6018,8795,58
6018,2531,58
6019,2510,84
6019,9862,82
6019,8299,80
6020,9511,53
6020,876,51
6020,875,51
6021,3888,70
6021,2427,63
6021,4899,58
6022,4088,53
6022,10533,52
6022,5936,52
6023,9319,79
6023,3049,62
6023,6477,61
6024,4115,80
6024,2565,69
6024,1785,68
6025,4925,51
6025,5520,49
6025,8971,49
6026,4184,55
6026,2740,50
6026,2597,48
6027,6096,58
6027,4757,54
6027,7345,51
6028,8164,52
6028,2801,48
6028,6629,47
6029,3386,88
6029,880,82
6029,882,82
6030,8452,75
6030,6032,72
6030,2091,66
6031,8912,70
6031,6726,65
6031,7193,57
6032,6030,72
6032,6837,68
6032,4517,61
6033,3144,63
6033,6030,58
6033,6036,57
6034,4025,71
6034,8785,70
6034,4966,66
6035,7859,64
6035,9089,57
6035,7689,57
6036,3622,73
6036,2091,72
6036,4743,68
6037,5996,73
6037,973,58
6037,4478,58
6038,6947,73
6038,9407,73
6038,7172,65
6039,1764,83
6039,9965,76
6039,9159,75
6040,3439,70
6040,10259,68
6040,3012,62
6041,6041,100
6041,10651,65
6041,8669,61
6042,3746,70
6042,10783,67
6042,9160,67
6043,5294,71
6043,4143,69
6043,5603,58
6044,4855,60
6044,8076,56
6044,96,56
6045,3384,54
6045,3383,54
6045,9946,52
6046,7338,59
6046,5662,57
6046,4656,53
6047,6047,100
6047,8314,80
6047,8250,77
6048,5124,67
6048,3714,59
6048,4712,59
6049,2272,61
6049,4621,53
6049,7849,47
6050,6041,100
6050,10651,65
6050,8669,61
6051,6047,100
6051,8314,80
6051,8250,77
6052,2050,64
6052,4176,61
6052,898,60
6053,8611,76
6053,10565,67
6053,2351,63
6054,5015,62
6054,1767,60
6054,2167,58
6055,5958,67
6055,8858,59
6055,8915,57
6056,132,65
6056,7991,61
6056,3565,59
6057,9474,79
6057,6609,70
6057,7535,64
6058,8600,52
6058,1497,46
6058,1900,46
6059,796,51
6059,2913,50
6059,5698,49
6060,8540,66
6060,696,62
6060,5557,60
6061,581,69
6061,409,65
6061,5722,61
6062,1395,68
6062,1397,68
6062,7686,67
6063,4936,50
6063,4938,48
6063,760,47
6064,1527,59
6064,3017,58
6064,6769,54
6065,2425,49
6065,5214,48
6065,5912,47
6066,5895,72
6066,212,70
6066,5236,62
6067,1729,67
6067,2294,65
6067,1162,62
6068,9223,72
6068,505,57
6068,9475,55
6069,3705,75
6069,4117,73
6069,8276,68
6070,5321,72
6070,7179,72
6070,8274,71
6071,3817,78
6071,5147,78
6071,4387,77
6072,6076,100
6072,9914,88
6072,3651,83
6073,4608,62
6073,7143,55
6073,6079,52
6074,9464,60
6074,6316,54
6074,3477,53
6075,2852,57
6075,7148,52
6075,4970,50
6076,6076,100
6076,9914,88
6076,3651,83
6077,2348,63
6077,6663,63
6077,4050,58
6078,92,57
6078,3746,57
6078,96,57
6079,4180,52
6079,6073,52
6079,9914,51
6080,6084,89
6080,6083,89
6080,3933,62
6081,6081,100
6081,2531,56
6081,6249,55
6082,6081,100
6082,2531,56
6082,6249,55
6083,6084,100
6083,6080,89
6083,3933,60
6084,6084,100
6084,6080,89
6084,3933,60
6085,9514,52
6085,4444,51
6085,2428,50
6086,5919,49
6086,4381,46
6086,7715,44
6087,476,69
6087,874,64
6087,7364,56
6088,4948,92
6088,2053,84
6088,4241,75
6089,7081,77
6089,1361,70
6089,6796,67
6090,6318,86
6090,5452,79
6090,1365,77
6091,433,66
6091,5251,63
6091,5252,63
6092,6125,65
6092,8976,54
6092,7886,53
6093,4186,61
6093,6280,59
6093,1785,57
6094,4105,63
6094,736,63
6094,9945,63
6095,10381,60
6095,9483,57
6095,8802,52
6096,6027,58
6096,9207,46
6096,9589,43
6097,9977,59
6097,5827,58
6097,5855,55
6098,8623,74
6098,8429,70
6098,4045,68
6099,2838,65
6099,732,65
6099,10408,60
6100,8044,58
6100,7469,49
6100,4750,48
6101,4387,75
6101,4441,73
6101,2020,72
6102,8459,75
6102,6312,70
6102,5427,62
6103,5192,67
6103,556,67
6103,8917,60
6104,304,53
6104,8906,42
6104,9030,42
6105,2771,74
6105,5859,71
6105,5491,62
6106,10564,69
6106,506,69
6106,503,69
6107,2565,68
6107,8961,61
6107,5049,60
6108,9704,76
6108,7175,68
6108,933,66
6109,9573,60
6109,8163,53
6109,9426,52
6110,1298,64
6110,9978,62
6110,5775,58
6111,5424,51
6111,689,50
6111,5217,49
6112,9221,66
6112,6029,59
6112,5370,58
6113,7805,67
6113,5322,65
6113,52,64
6114,6519,44
6114,8559,43
6114,2040,40
6115,7135,57
6115,4131,51
6115,4044,50
6116,761,70
6116,1368,69
6116,732,65
6117,1365,69
6117,3745,65
6117,2586,59
6118,658,64
6118,8134,55
6118,3440,55
6119,1362,83
6119,9782,76
6119,4935,75
6120,5081,59
6120,3625,51
6120,2385,51
6121,4045,64
6121,8548,55
6121,9313,55
6122,9911,57
6122,1185,51
6122,3727,49
6123,4843,60
6123,2968,51
6123,5718,51
6124,10110,53
6124,4994,51
6124,1569,48
6125,6092,65
6125,3620,64
6125,5002,62
6126,7011,57
6126,1809,52
6126,5937,51
6127,6661,60
6127,760,59
6127,962,55
6128,7866,53
6128,302,52
6128,1809,44
6129,6609,51
6129,6057,47
6129,8367,46
6130,4977,58
6130,5723,49
6130,4164,48
6131,8344,72
6131,8343,59
6131,1100,59
6132,6591,61
6132,3905,56
6132,8563,56
6133,3968,78
6133,7142,70
6133,4337,61
6134,4932,61
6134,4941,60
6134,4865,59
6135,1267,60
6135,5335,56
6135,5567,55
6136,1271,78
6136,9909,69
6136,2933,63
6137,6144,67
6137,10557,61
6137,2898,54
6138,4922,54
6138,6943,54
6138,8846,52
6139,2102,50
6139,3372,49
6139,2121,48
6140,1247,57
6140,6144,54
6140,9918,53
6141,6143,60
6141,2275,56
6141,6158,52
6142,2037,64
6142,7603,64
6142,4842,54
6143,6141,60
6143,6291,59
6143,6958,55
6144,6137,67
6144,9865,62
6144,5288,59
6145,7980,81
6145,8539,65
6145,3556,62
6146,7984,59
6146,3235,54
6146,5868,53
6147,6148,66
6147,3760,66
6147,2310,62
6148,6147,66
6148,6150,62
6148,3760,49
6149,5913,47
6149,1514,46
6149,8674,46
6150,6148,62
6150,8995,58
6150,5473,57
6151,1585,52
6151,824,51
6151,6320,47
6152,9429,63
6152,6354,61
6152,868,60
6153,5816,51
6153,6796,51
6153,1361,50
6154,2172,43
6154,3176,42
6154,3177,41
6155,5180,52
6155,6167,47
6155,4366,47
6156,310,54
6156,6454,44
6156,9104,44
6157,4703,55
6157,1635,52
6157,4171,52
6158,6141,52
6158,2275,50
6158,6291,46
6159,1192,54
6159,8349,51
6159,10589,50
6160,5044,45
6160,3775,38
6160,4961,38
6161,2418,70
6161,5264,53
6161,10109,48
6162,10702,86
6162,6398,65
6162,5883,52
6163,3396,66
6163,1463,63
6163,4863,63
6164,2898,68
6164,5668,61
6164,6454,58
6165,10530,57
6165,5116,57
6165,3566,56
6166,6170,100
6166,3137,58
6166,1416,54
6167,7332,52
6167,6704,51
6167,8298,48
6168,3566,60
6168,6165,44
6168,523,43
6169,4990,60
6169,7688,55
